Ime.i.prezime,Tijelo.javne.vlasti,Izvor.informacija,Godina,Datum.putovanja.polazak,Datum.putovanja.povratak,Odrediste,Broj.osoba.u.pratnji,Koristen.Vladin.zrakoplov,Iznos.putnih.troskova.po.sluzbenom.putovanju.u.kn,Iznos.troskova.smjestaja.po.sluzbenom.putovanju.u.kn,Iznos.troskova.reprezentacije.u.kn,Ukupni.troskovi.u.kn,Prosjek.troska.u.kn.po.osobi
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Kraljevica,3,ne,1738.44,0,0,1738.44,434.61
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Split,1,ne,1856.22,1492,0,3348.22,1674.11
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Osijek,5,ne,1418.22,0,0,1418.22,236.37
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Šibenik,3,ne,1177.73,0,0,1177.73,294.4325
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Zadar,3,ne,1204.24,0,0,1204.24,301.06
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Slavonski Brod,2,ne,709.58,0,0,709.58,236.5266667
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Bjelovar,1,ne,1557.66,0,0,1557.66,778.83
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Vukovar,2,ne,943.8,0,0,943.8,314.6
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Krapina,2,ne,128,0,0,128,42.66666667
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Laduć,0,ne,948.56,0,0,948.56,948.56
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Umag,1,ne,150,0,0,150,75
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Požega,0,ne,724.14,0,0,724.14,724.14
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Pula,1,ne,694.24,1107,0,1801.24,900.62
Nada Murganić,"Ministarstvo za demografiju, obitelj, mlade i socijalnu politiku",http://imamopravoznati.org/request/putni_troskovi_za_murganic_minis,2017,,,Knin,0,ne,,,,0,0
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2016,2016-10-28,2016-10-29,Sarajevo,1,ne,1024,1213.52,0,2237.52,1118.76
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2016,2016-12-12,2016-12-13,Sarajevo,1,ne,852,0,0,852,426
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2016,2016-12-18,2016-12-19,Bruxelles,2,ne,10653,3699.97,0,14352.97,4784.323333
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-01-08,2017-01-10,Varšava,1,ne,3126,1932.6,0,5058.6,2529.3
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-07-06,2017-07-09,Sarajevo,2,ne,825,1943.62,0,2768.62,922.8733333
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-04-04,2017-04-05,Korčula,0,ne,835,605.5,0,1440.5,1440.5
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-04-26,2017-04-27,Dubrovnik,1,ne,2055,457,0,2512,1256
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-05-05,2017-05-06,Osijek,3,ne,1400,3632,0,5032,1258
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-07-10,2017-07-11,Dubrovnik,0,ne,1865,896.91,0,2761.91,2761.91
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-06-01,2017-06-02,Osijek,1,ne,750,1026,0,1776,888
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-06-12,2017-06-13,Dubrovnik,4,ne,7774,5200,0,12974,2594.8
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-05-11,2017-05-13,Dubrovnik,2,ne,3828.75,0,0,3828.75,1276.25
Oleg Butković   ,"Ministarstvo mora, prometa i infrastrukture",http://imamopravoznati.org/request/putni_troskovi_za_butkovic_minis,2017,2017-09-06,2017-09-07,Dubrovnik,2,ne,4582.5,2600,0,7182.5,2394.166667
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-11-11,2016-11-11,Karlovac,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-11-13,2016-11-14,Split,0,ne,0,507,0,507,507
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-11-14,2016-11-15,"Mostar, Bosna i Hercegovina",0,ne,0,852,0,852,852
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-11-15,2016-11-15,Split,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-11-17,2016-11-18,Vukovar,0,ne,0,1608.93,0,1608.93,1608.93
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-11-25,2016-11-26,Opatija,4,ne,0,2445,0,2445,489
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2016,2016-12-04,2016-12-05,Dubrovnik,0,ne,1178.75,617,0,1795.75,1795.75
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-01-09,2017-01-09,Osijek,1,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-01-13,2017-01-13,Karlovac,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-01-20,2017-01-20,Split,0,ne,0,507,0,507,507
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-02-17,2017-02-18,Split -Dugopolje,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-02-23,2017-02-23,Sisak,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-03-10,2017-03-10,Čakovec,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-03-19,2017-03-21,"Valetta, Malta",1,ne,10514,2693.06,0,13207.06,6603.53
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-04-13,2017-04-13,Pula,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-04-21,2017-04-21,"Đurmanec, Desinić",0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-04-23,2017-04-23,Jasenovac,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-04-25,2017-04-25,Karlovac,1,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-04-25,2017-04-25,Okuani,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-05-09,2017-05-09,Split,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-05-13,2017-05-13,"Bleiburg, Austrija",1,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-05-16,2017-05-16,Koprivnica,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-05-18,2017-05-20,Split - Imotski,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-05-28,2017-05-29,"Varava, Poljska",1,ne,9614,2309.26,0,11923.26,5961.63
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-05-30,2017-05-30,Kutina,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-06-18,2017-06-19,Dubrovnik,0,ne,1553.75,1417.4,0,2971.15,2971.15
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-06-22,2017-06-23,Gronjan,0,ne,216,900,0,1116,1116
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-07-03,2017-07-03,Poega,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-07-06,2017-07-07,"Sarajevo, Bosna i Hercegovina",0,ne,2097,0.01,0,2097.01,2097.01
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-07-18,2017-07-18,Osijek - Naice,1,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-07-24,2017-07-24,ibenik - Knin,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-07-31,2017-07-31,Vukovar - Vinkovci - Slavonski Brod,1,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-08-01,2017-08-03,Imotski - Split,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-08-04,2017-08-05,Knin,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-08-29,2017-08-29,Osijek,1,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-09-07,2017-09-08,"London, Ujedinjeno Kraljevstvo",1,ne,7596,3080.78,0,10676.78,5338.39
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-09-11,2017-09-11,Zadar,0,ne,0,0,0,0,0
Milan Kujundžić,Ministarstvo zdravstva,http://imamopravoznati.org/request/putni_troskovi_za_kujundzica_min,2017,2017-09-21,2017-09-21,Rijeka,0,ne,0,0,0,0,0
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-01-31,,Plitvička jezera,1,,0,0,0,0,0
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-02-10,,Karlovac,3,,225,0,0,225,56.25
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-02-18,,Perušić,1,,150,0,0,150,75
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-03-02,,Osijek,3,,473,1192,0,1665,416.25
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-03-10,,Karlovac,2,,0,0,0,0,0
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-03-17,,Zabok,2,,22,0,0,22,7.333333333
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-03-21,,Papuk,2,,529,2046,0,2575,858.3333333
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-03-24,,Bjelovar,2,,0,0,0,0,0
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-03-29,,Vodice,3,,595,0,0,595,148.75
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-04-06,,Metković,3,,490,1250,0,1740,435
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-04-11,,Osijek,1,,85,0,0,85,42.5
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-04-19,,Hum na Sutli,2,,0,0,0,0,0
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-04-24,,Vallatta,2,,13068.22,2869.08,0,15937.3,5312.433333
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-02-21,,"Baku, Azerbejdžan",1,,12049.65,3874.55,0,15924.2,7962.1
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-02-03,,Bruxelles,1,,4449.49,0,0,4449.49,2224.745
Slaven Dobrović,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_dobrovica_mini,2017,2017-02-27,,Bruxelles,3,,13060.03,4798.03,0,17858.06,4464.515
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-07-05,,Varšava,0,,9783.58,1132.49,0,10916.07,10916.07
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-06-28,,Osijek,2,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-07-03,,Požega,0,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-07-10,,Varaždin,2,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-07-11,,Virovitica,3,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-07-24,,Nacionalni park Krka,4,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-08-01,,Kutina,3,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-08-23,,Kistanje,2,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-09-17,,Ogulin,1,,0,0,0,0,0
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-08-04,,Knin,2,,510,1200,0,1710,570
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-09-13,,Vransko jezero,6,,1127.5,3494.55,0,4622.05,660.2928571
Tomislav Ćorić,Ministarstvo zaštite okoliša i energetike,http://imamopravoznati.org/request/putni_troskovi_za_corica_ministr,2017,2017-07-12,,"Tallinn, Estonija",2,,18194.68,5114.52,0,23309.2,7769.733333
Davor Božinović,Ministarstvo unutarnjih poslova,http://imamopravoznati.org/request/putni_troskovi_za_bozinovica_min_2,2017,,,Estonija,3,ne,17410.95,280,0,17690.95,4422.7375
Davor Božinović,Ministarstvo unutarnjih poslova,http://imamopravoznati.org/request/putni_troskovi_za_bozinovica_min_2,2017,,,Dalj,5,ne,1078,398,0,1476,246
Davor Božinović,Ministarstvo unutarnjih poslova,http://imamopravoznati.org/request/putni_troskovi_za_bozinovica_min_2,2017,,,Bruxelles,3,ne,21099.01,1516.53,0,22615.54,5653.885
Predrag Štromar,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org/request/putni_troskovi_za_stromara_podpr,2017,2017-07-06,2017-07-07,BOSNA I HERCEGOVINA,0,ne,2048,0,0,2048,2048
Predrag Štromar,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org/request/putni_troskovi_za_stromara_podpr,2017,2017-07-29,2017-07-30,MAĐARSKA,1,ne,447.2,0,0,447.2,223.6
Predrag Štromar,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org/request/putni_troskovi_za_stromara_podpr,2017,2017-08-04,2017-08-05,KNIN-VODICE,1,ne,340,532.2,0,872.2,436.1
Predrag Štromar,Ministarstvo graditeljstva i prostornoga uređenja,http://imamopravoznati.org/request/putni_troskovi_za_stromara_podpr,2017,2017-09-20,2017-09-20,split,1,ne,170,0,0,170,85
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Bruxelles,3,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Sarajevo,5,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Mazar-e Sharif,7,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Ljubljana,6,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,London,5,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Bruxelles,3,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Bruxelles,3,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Tel Aviv,5,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Bruxelles,3,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Lourdes,4,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Bruxelles,2,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Bruxelles,2,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Washington,5,,,,,0,0
Damir Krstičević,Ministarstvo obrane,http://imamopravoznati.org/request/putni_troskovi_za_krsticevica_po,2017,,,Talin,3,,,,,0,0
